Math_Score,Science_Score,Programming_Skill,Communication_Skill,Logical_Ability,R_score,I_score,A_score,S_score,E_score,C_score,Career,Required_Skills,Salary_Range,Learning_Path
97,71,4,2,4,0,9,4,3,4,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
81,87,2,4,4,5,7,0,0,2,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
89,92,4,4,4,4,8,4,9,2,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
60,94,5,3,5,4,8,1,3,3,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
97,63,3,3,5,1,8,3,2,2,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
65,83,4,2,4,4,7,2,0,4,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
93,83,4,2,4,3,3,4,1,5,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
90,69,4,5,4,7,4,3,1,8,0,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
90,74,5,4,4,2,7,0,2,3,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
80,82,4,3,4,1,7,3,8,3,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
67,87,4,4,3,2,9,3,6,3,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
88,91,4,4,4,2,4,3,3,3,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
64,79,3,5,2,7,1,0,4,9,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
88,67,3,3,5,4,3,3,4,0,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
85,82,3,3,4,0,9,4,3,2,9,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
68,90,4,3,2,3,9,1,7,4,1,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
94,80,2,3,5,1,1,3,3,4,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
76,89,5,4,4,3,9,3,2,5,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
84,77,2,3,5,5,3,2,5,1,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
93,92,4,5,3,5,4,3,0,7,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
69,92,3,3,3,1,7,1,7,3,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
83,60,4,5,4,3,4,5,10,5,4,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
84,81,3,4,2,5,6,3,8,2,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
79,85,4,3,3,1,9,5,9,3,1,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
87,82,4,5,4,8,2,3,3,8,4,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
92,70,4,4,5,4,0,3,2,4,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
86,90,4,2,4,4,4,1,0,2,6,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
83,68,4,2,4,1,7,1,3,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,64,5,2,4,2,9,4,3,3,4,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
84,66,4,3,4,1,3,3,4,3,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
86,71,4,4,4,7,3,2,3,8,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
69,82,3,5,2,4,3,7,7,1,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
72,73,2,4,3,4,0,7,7,3,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
86,81,2,2,5,2,8,4,3,1,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
73,90,4,2,3,4,6,3,9,0,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
90,63,5,2,5,5,7,2,4,3,5,Software Engineering,"Python/Java, Data Structures, Algorithms, System Design, Version Control (Git)",₹3-50 LPA,1-2 Months: Programming Fundamentals & Data Structures | 3-4 Months: Algorithms & System Design Basics | 5-6 Months: Backend/Frontend Development & APIs | 6+ Months: Build & Deploy Full Stack Projects
79,93,4,3,4,5,6,0,6,2,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
78,86,4,4,4,2,7,1,2,5,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
94,64,3,2,5,2,0,4,2,2,8,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
83,64,5,3,4,4,8,5,4,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
82,72,2,5,2,0,3,4,8,5,5,Education Technology,"Curriculum Design, E-Learning Tools, Communication, LMS, Instructional Design",₹2-20 LPA,1-2 Months: Instructional Design & LMS Basics | 3-4 Months: E-learning Tools & Curriculum Building | 5-6 Months: Gamification & EdTech Platforms | 6+ Months: Launch an Online Course & Portfolio
68,63,4,2,5,4,10,2,3,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
67,70,4,3,4,3,8,5,2,5,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,73,2,4,4,4,4,2,4,2,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
81,93,3,2,5,1,0,2,4,5,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
77,69,4,4,3,2,3,7,8,1,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
63,91,4,4,5,3,10,2,1,3,4,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
70,62,3,4,2,3,3,4,6,0,5,Education Technology,"Curriculum Design, E-Learning Tools, Communication, LMS, Instructional Design",₹2-20 LPA,1-2 Months: Instructional Design & LMS Basics | 3-4 Months: E-learning Tools & Curriculum Building | 5-6 Months: Gamification & EdTech Platforms | 6+ Months: Launch an Online Course & Portfolio
61,74,4,4,5,5,8,4,1,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
60,60,4,3,4,3,10,3,0,5,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,64,2,3,4,4,9,0,3,3,9,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
90,86,2,4,5,3,0,3,3,2,6,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
75,72,2,3,5,3,2,1,0,3,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
88,71,3,4,5,2,10,4,0,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
72,91,4,3,4,2,9,0,4,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
72,90,5,4,5,0,8,3,3,3,4,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
95,61,2,4,4,2,8,5,4,1,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
90,69,5,3,4,1,7,0,2,4,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
86,79,3,2,4,1,8,2,3,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
